"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"113",113,"Hake",2.49,0.0996,107.840159803264,0.28,"MLDlarv SSHjas.pre Tspawn",2.14604144,1.79517051
"114",114,"Hake",2.51,0.0996,107.855365007572,0.32,"DDspawn MLDlarv SSHjas.pre",2.08466668,1.9765847
"115",115,"Hake",2.756,0.1045,107.423283907119,0.44,"MLDpjuv SSHjas.pre Tspawn",2.53887298,2.12736061
"116",116,"Hake",2.735,0.1048,107.410608941875,0.44,"DDspawn MLDpjuv SSHjas.pre",2.08466668,1.9765847
"117",117,"Hake",2.171,0.1218,107.356901706238,0.4,"PUTpjuv SSHmsc SSHmsn.pre",1.95995918,1.82521795
"118",118,"Hake",2.311,0.1261,106.580979303079,0.32,"LSTegg SSHmsc SSHmsn.pre",2.05482518,1.80778137
"119",119,"Hake",2.632,0.0908,107.569696861926,0.32,"MLDlarv SSHmsc SSHmsn.pre",2.14604144,1.79517051
"120",120,"Hake",2.751,0.2007,105.440280969342,0.4,"MLDpjuv SSHmsc SSHmsn.pre",2.53887298,2.12736061
"121",121,"Hake",1.987,0.074,108.027928570266,0.4,"CSTlaten PUTpjuv SSHmsn.pre",2.03635508,1.76311388
"122",122,"Hake",2.259,0.0707,108.116122572163,0.32,"CSTlaten MLDlarv SSHmsn.pre",2.03635508,1.76311388
"123",123,"Hake",2.325,0.1217,106.706126989289,0.36,"CSTlaten MLDpjuv SSHmsn.pre",2.03635508,1.76311388
"124",124,"Hake",2.145,0.0968,107.495172846202,0.36,"LSTegg PUTpjuv SSHmsn.pre",2.05482518,1.80778137
"125",125,"Hake",2.105,0.0944,107.470024007668,0.32,"MLDlarv PUTpjuv SSHmsn.pre",2.14604144,1.79517051
"126",126,"Hake",2.184,0.1474,106.026315997496,0.4,"MLDpjuv PUTpjuv SSHmsn.pre",2.53887298,2.12736061
"127",127,"Hake",2.167,0.371,101.955995103705,0.52,"LSTegg MLDlarv SSHmsn.pre",2.05482518,1.80778137
"128",128,"Hake",2.174,0.1378,106.242353265685,0.44,"LSTegg MLDpjuv SSHmsn.pre",2.05482518,1.80778137
"129",129,"Hake",2.517,0.1034,107.960956917366,0.32,"LSTegg PUTpjuv SSHmsc",2.05482518,1.80778137
"130",130,"Hake",2.589,0.1415,106.866379680559,0.28,"MLDlarv PUTpjuv SSHmsc",2.14604144,1.79517051
"131",131,"Hake",2.381,0.1074,108.082688532578,0.28,"PUTpjuv SSHmsc Tspawn",1.95995918,1.82521795
"132",132,"Hake",2.379,0.1134,108.005782663632,0.28,"DDspawn PUTpjuv SSHmsc",2.08466668,1.9765847
"133",133,"Hake",2.572,0.3076,102.339992609091,0.52,"MLDpjuv PUTpjuv SSHmsc",2.53887298,2.12736061
"134",134,"Hake",2.231,0.3838,101.758379531989,0.44,"LSTegg MLDlarv SSHmsc",2.05482518,1.80778137
"135",135,"Hake",2.233,0.241,106.081652201113,0.36,"LSTegg SSHmsc Tspawn",2.05482518,1.80778137
"136",136,"Hake",2.24,0.2238,106.427121603727,0.36,"DDspawn LSTegg SSHmsc",2.08466668,1.9765847
"137",137,"Hake",2.53,0.2134,105.116108444165,0.36,"LSTegg MLDpjuv SSHmsc",2.05482518,1.80778137
"138",138,"Hake",3.07,0.0675,108.203010963859,0.28,"MLDlarv SSHmsc Tspawn",2.14604144,1.79517051
"139",139,"Hake",3.027,0.0674,108.206460519136,0.28,"DDspawn MLDlarv SSHmsc",2.08466668,1.9765847
"140",140,"Hake",3.144,0.1915,105.762534212915,0.36,"MLDpjuv SSHmsc Tspawn",2.53887298,2.12736061
"141",141,"Hake",3.064,0.1918,105.75002870411,0.36,"DDspawn MLDpjuv SSHmsc",2.08466668,1.9765847
"142",142,"Hake",1.979,0.1019,107.261407207137,0.4,"CSTlaten MLDlarv PUTpjuv",2.03635508,1.76311388
"143",143,"Hake",2.042,0.1571,105.675848003882,0.36,"CSTlaten MLDpjuv PUTpjuv",2.03635508,1.76311388
"144",144,"Hake",1.989,0.3683,102.036166207982,0.48,"LSTegg MLDlarv PUTpjuv",2.05482518,1.80778137
"145",145,"Hake",2.166,0.2375,106.342423612399,0.44,"LSTegg PUTpjuv Tspawn",2.05482518,1.80778137
"146",146,"Hake",2.21,0.2273,106.590432211298,0.36,"DDspawn LSTegg PUTpjuv",2.08466668,1.9765847
"147",147,"Hake",1.982,0.1675,105.367346275319,0.48,"LSTegg MLDpjuv PUTpjuv",2.05482518,1.80778137
"148",148,"Hake",2.557,0.101,107.288404595058,0.32,"MLDlarv PUTpjuv Tspawn",2.14604144,1.79517051
"149",149,"Hake",2.578,0.0999,107.31901870778,0.32,"DDspawn MLDlarv PUTpjuv",2.08466668,1.9765847
"150",150,"Hake",2.696,0.144,106.06386140516,0.36,"MLDpjuv PUTpjuv Tspawn",2.53887298,2.12736061
"151",151,"Hake",2.696,0.1441,106.060337054865,0.4,"DDspawn MLDpjuv PUTpjuv",2.08466668,1.9765847
"152",152,"Hake",2.14,0.3847,101.443884066576,0.44,"LSTegg MLDlarv Tspawn",2.05482518,1.80778137
"153",153,"Hake",2.111,0.3854,101.418034790393,0.4,"DDspawn LSTegg MLDlarv",2.08466668,1.9765847
"154",154,"Hake",2.643,0.2743,104.848106795807,0.36,"LSTegg MLDpjuv Tspawn",2.05482518,1.80778137
"155",155,"Hake",2.592,0.2594,105.113672961996,0.44,"DDspawn LSTegg MLDpjuv",2.08466668,1.9765847
