"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"183",183,"Yellowtail",0.495,0.0606,32.967772754841,0.32,"CSTlarv DDegg pdo_pjuv",0.32613274,0.34545079
"184",184,"Yellowtail",0.485,0.3517,27.0643215318258,0.36,"CSTlarv CutiSTIpjuv DDegg",0.32613274,0.34545079
"185",185,"Yellowtail",0.527,0.0219,33.9787345970777,0.16,"CSTlarv CutiTUMIpjuv DDegg",0.32613274,0.34545079
"186",186,"Yellowtail",0.597,0.0307,33.7511341728583,0.24,"BeutiTUMIpjuv CSTlarv DDegg",0.32689956,0.35282624
"187",187,"Yellowtail",0.537,0.0469,33.4645898734625,0.16,"BeutiSTIpjuv CSTlarv DDegg",0.33529647,0.43819983
"188",188,"Yellowtail",0.509,0.2146,30.0214334640375,0.56,"CSTpjuv DDegg LSTlarv",0.60478619,0.48205788
"189",189,"Yellowtail",0.451,0.0732,32.6305961231513,0.48,"CSTpjuv DDegg pdo_pjuv",0.60478619,0.48205788
"190",190,"Yellowtail",0.434,0.2414,29.2022311878913,0.48,"CSTpjuv CutiSTIpjuv DDegg",0.60478619,0.48205788
"191",191,"Yellowtail",0.511,0.0322,33.7122308053262,0.36,"BeutiTUMIpjuv CSTpjuv DDegg",0.32689956,0.35282624
"192",192,"Yellowtail",0.474,0.0429,33.4351681679976,0.4,"BeutiSTIpjuv CSTpjuv DDegg",0.33529647,0.43819983
"193",193,"Yellowtail",0.454,0.2077,30.182569846525,0.52,"DDegg LSTlarv LSTpjuv",0.4425048,0.39573152
"194",194,"Yellowtail",0.482,0.2733,28.366611195992,0.48,"DDegg LSTlarv oni_pjuv",0.4425048,0.39573152
"195",195,"Yellowtail",0.433,0.2101,30.0694060371787,0.48,"DDegg LSTlarv pdo_pjuv",0.4425048,0.39573152
"196",196,"Yellowtail",0.456,0.211,30.1588325618734,0.48,"CutiTUMIpjuv DDegg LSTlarv",0.33392972,0.34599654
"197",197,"Yellowtail",0.486,0.2013,30.4300277475925,0.44,"BeutiTUMIpjuv DDegg LSTlarv",0.32689956,0.35282624
"198",198,"Yellowtail",0.417,0.3038,27.1718578443968,0.48,"CutiSTIpjuv DDegg LSTpjuv",0.38439525,0.41864256
