"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"184",184,"Petrale Sole",0.576,0.0658,22.8477779968343,0.764705882352941,"CSTbjuv.b LSTbjuv.a ",0.384,0.482
"185",185,"Petrale Sole",0.462,0.188,20.8261338376758,0.764705882352941,"CSTegg1 LSTbjuv.b ",0.297,0.416
"186",186,"Petrale Sole",0.325,0.6322,8.89610069725899,0.764705882352941,"CSTegg2 LSTbjuv.b ",0.345,0.604
"187",187,"Petrale Sole",0.486,0.1605,21.5475785824086,0.823529411764706,"CSTlarv LSTbjuv.b ",0.293,0.402
"188",188,"Petrale Sole",0.463,0.1936,21.0973828280487,0.88235294117647,"CSTpjuv LSTbjuv.b ",0.295,0.382
"189",189,"Petrale Sole",0.516,0.1519,21.5674902784032,0.823529411764706,"CSTbjuv.a LSTbjuv.b ",0.42,0.422
"190",190,"Petrale Sole",0.543,0.1335,21.568802653895,0.764705882352941,"CSTbjuv.b LSTbjuv.b ",0.384,0.482
"191",191,"Petrale Sole",0.349,0.5994,10.8891206140442,0.823529411764706,"CSTegg1 CSTegg2 ",0.297,0.416
"192",192,"Petrale Sole",0.429,0.1051,22.1170674576424,0.823529411764706,"CSTegg1 CSTlarv ",0.345,0.604
"193",193,"Petrale Sole",0.423,0.128,21.6771536824941,0.823529411764706,"CSTegg1 CSTpjuv ",0.293,0.402
"194",194,"Petrale Sole",0.475,0.1422,22.2048608569074,0.823529411764706,"CSTbjuv.a CSTegg1 ",0.295,0.382
"195",195,"Petrale Sole",0.797,0.0868,22.4614717404209,0.764705882352941,"CSTbjuv.b CSTegg1 ",0.42,0.422
"196",196,"Petrale Sole",0.32,0.5684,11.5828679354154,0.88235294117647,"CSTegg2 CSTlarv ",0.384,0.482
"197",197,"Petrale Sole",0.322,0.559,11.93336517372,0.88235294117647,"CSTegg2 CSTpjuv ",0.297,0.416
"198",198,"Petrale Sole",0.362,0.5621,11.8400299634267,0.823529411764706,"CSTbjuv.a CSTegg2 ",0.297,0.416
"199",199,"Petrale Sole",0.395,0.6611,8.98148267603991,0.764705882352941,"CSTbjuv.b CSTegg2 ",0.297,0.416
"200",200,"Petrale Sole",0.466,0.0784,22.8951019726121,0.823529411764706,"CSTbjuv.a CSTlarv ",0.42,0.422
"201",201,"Petrale Sole",0.511,0.1758,21.2687998174804,0.764705882352941,"CSTbjuv.b CSTlarv ",0.384,0.482
"202",202,"Petrale Sole",0.463,0.1042,22.47339790206,0.88235294117647,"CSTbjuv.a CSTpjuv ",0.345,0.604
"203",203,"Petrale Sole",0.515,0.1879,21.0449837793393,0.823529411764706,"CSTbjuv.b CSTpjuv ",0.345,0.604
"204",204,"Petrale Sole",0.643,0.0752,22.7690221325189,0.764705882352941,"CSTbjuv.a CSTbjuv.b ",0.42,0.422
"205",205,"Petrale Sole",0.478,0.4333,17.7598446352683,0.588235294117647,"DDegg1 DDpre Tpre.a",0.384,0.482
"206",206,"Petrale Sole",0.447,0.2983,19.984240458693,0.764705882352941,"DDlarv DDpre Tpre.a",0.42,0.422
"207",207,"Petrale Sole",0.458,0.262,20.8413691171784,0.764705882352941,"DDpjuv DDpre Tpre.a",0.384,0.482
