"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"148",148,"Yellowtail",0.453,0.0296,31.7790557359844,0.4,"CutiTUMIpjuv MLDpjuv ",0.334,0.346
"149",149,"Yellowtail",0.514,0.0318,31.7228012888291,0.36,"BeutiTUMIpjuv MLDpjuv ",0.327,0.353
"150",150,"Yellowtail",0.453,0.0429,31.4353502103353,0.36,"BeutiSTIpjuv MLDpjuv ",0.335,0.438
"151",151,"Yellowtail",0.479,0.0277,31.8298681464213,0.28,"CSTlarv CSTpjuv ",0.326,0.345
"152",152,"Yellowtail",0.47,0.0382,31.5564448355385,0.28,"CSTlarv LSTpjuv ",0.326,0.345
"153",153,"Yellowtail",0.447,0.2065,28.3722044098618,0.48,"CSTlarv oni_pre ",0.326,0.345
"154",154,"Yellowtail",0.42,0.2781,26.1265599712884,0.52,"CSTlarv oni_larv ",0.326,0.345
"155",155,"Yellowtail",0.443,0.1466,28.5691823638461,0.4,"CSTlarv oni_pjuv ",0.326,0.345
"156",156,"Yellowtail",0.481,0.0214,31.991771001552,0.2,"CSTlarv pdo_larv ",0.326,0.345
"157",157,"Yellowtail",0.459,0.0595,30.9981188013859,0.32,"CSTlarv pdo_pjuv ",0.326,0.345
"158",158,"Yellowtail",0.459,0.3162,26.3295443420156,0.36,"CSTlarv CutiSTIpjuv ",0.326,0.345
"159",159,"Yellowtail",0.492,0.0158,32.1332344748981,0.28,"CSTlarv CutiTUMIpjuv ",0.326,0.345
"160",160,"Yellowtail",0.573,0.0252,31.8923931795359,0.24,"BeutiTUMIpjuv CSTlarv ",0.327,0.353
"161",161,"Yellowtail",0.496,0.0398,31.5807917193494,0.16,"BeutiSTIpjuv CSTlarv ",0.335,0.438
"162",162,"Yellowtail",0.439,0.1418,30.0267714152554,0.52,"CSTpjuv LSTlarv ",0.605,0.482
"163",163,"Yellowtail",0.435,0.2032,28.4675733377455,0.56,"CSTpjuv oni_pre ",0.605,0.482
"164",164,"Yellowtail",0.418,0.2795,26.0741990367704,0.6,"CSTpjuv oni_larv ",0.605,0.482
"165",165,"Yellowtail",0.406,0.2124,26.5622800510123,0.68,"CSTpjuv oni_pjuv ",0.605,0.482
"166",166,"Yellowtail",0.448,0.0092,32.300636684605,0.36,"CSTpjuv pdo_larv ",0.605,0.482
"167",167,"Yellowtail",0.433,0.0693,30.7349284038504,0.48,"CSTpjuv pdo_pjuv ",0.605,0.482
"168",168,"Yellowtail",0.43,0.206,28.2732432396132,0.44,"CSTpjuv CutiSTIpjuv ",0.605,0.482
"169",169,"Yellowtail",0.448,0.0113,32.2460785735085,0.32,"CSTpjuv CutiTUMIpjuv ",0.605,0.482
"170",170,"Yellowtail",0.501,0.0397,31.925563096115,0.36,"BeutiTUMIpjuv CSTpjuv ",0.327,0.353
"171",171,"Yellowtail",0.456,0.0347,31.6486150870662,0.44,"BeutiSTIpjuv CSTpjuv ",0.335,0.438
"172",172,"Yellowtail",0.439,0.144,29.8932626016921,0.52,"LSTlarv LSTpjuv ",0.379,0.348
"173",173,"Yellowtail",0.469,0.2241,28.3259704571702,0.48,"LSTlarv oni_pre ",0.379,0.348
"174",174,"Yellowtail",0.445,0.2846,26.1557389993864,0.44,"LSTlarv oni_larv ",0.379,0.348
"175",175,"Yellowtail",0.444,0.2147,27.607220382776,0.44,"LSTlarv oni_pjuv ",0.379,0.348
"176",176,"Yellowtail",0.445,0.1347,30.243311427912,0.56,"LSTlarv pdo_larv ",0.379,0.348
"177",177,"Yellowtail",0.437,0.1641,29.2902693032381,0.52,"LSTlarv pdo_pjuv ",0.379,0.348
"178",178,"Yellowtail",0.463,0.2596,27.0800001628993,0.48,"CutiSTIpjuv LSTlarv ",0.384,0.419
"179",179,"Yellowtail",0.465,0.1367,30.1965786285784,0.48,"CutiTUMIpjuv LSTlarv ",0.334,0.346
"180",180,"Yellowtail",0.496,0.1812,29.6311075505129,0.4,"BeutiTUMIpjuv LSTlarv ",0.327,0.353
"181",181,"Yellowtail",0.461,0.164,29.2093966625008,0.56,"BeutiSTIpjuv LSTlarv ",0.335,0.438
"182",182,"Yellowtail",0.407,0.2485,27.0784769727882,0.64,"LSTpjuv oni_pre ",0.323,0.352
"183",183,"Yellowtail",0.391,0.3219,24.6038939737369,0.68,"LSTpjuv oni_larv ",0.323,0.352
"184",184,"Yellowtail",0.383,0.2821,24.892403272222,0.6,"LSTpjuv oni_pjuv ",0.323,0.352
"185",185,"Yellowtail",0.445,0.0192,32.0470446042402,0.44,"LSTpjuv pdo_larv ",0.323,0.352
"186",186,"Yellowtail",0.42,0.0976,29.964270746811,0.56,"LSTpjuv pdo_pjuv ",0.323,0.352
"187",187,"Yellowtail",0.412,0.2714,26.2707510955336,0.52,"CutiSTIpjuv LSTpjuv ",0.384,0.419
"188",188,"Yellowtail",0.448,0.0193,32.043721186479,0.36,"CutiTUMIpjuv LSTpjuv ",0.334,0.346
"189",189,"Yellowtail",0.527,0.0296,31.9455990528413,0.36,"BeutiTUMIpjuv LSTpjuv ",0.327,0.353
"190",190,"Yellowtail",0.464,0.0477,31.4011577616455,0.36,"BeutiSTIpjuv LSTpjuv ",0.335,0.438
"191",191,"Yellowtail",0.429,0.2157,27.6039727832661,0.52,"oni_pjuv oni_pre ",0.292,0.311
"192",192,"Yellowtail",0.442,0.2883,26.5866777073441,0.4,"CutiSTIpjuv oni_pre ",0.384,0.419
"193",193,"Yellowtail",0.45,0.2108,28.6957584685493,0.6,"CutiTUMIpjuv oni_pre ",0.334,0.346
"194",194,"Yellowtail",0.456,0.243,27.6783285776149,0.56,"BeutiTUMIpjuv oni_pre ",0.327,0.353
"195",195,"Yellowtail",0.438,0.2027,28.4575371157889,0.48,"BeutiSTIpjuv oni_pre ",0.335,0.438
"196",196,"Yellowtail",0.409,0.2804,25.8338788763045,0.48,"oni_larv oni_pjuv ",0.423,0.426
"197",197,"Yellowtail",0.431,0.3447,24.7119826998688,0.56,"CutiSTIpjuv oni_larv ",0.384,0.419
"198",198,"Yellowtail",0.426,0.3083,25.9183027048744,0.48,"CutiTUMIpjuv oni_larv ",0.334,0.346
"199",199,"Yellowtail",0.415,0.346,23.978537494201,0.48,"BeutiTUMIpjuv oni_larv ",0.327,0.353
"200",200,"Yellowtail",0.422,0.2722,26.3104562976371,0.52,"BeutiSTIpjuv oni_larv ",0.335,0.438
"201",201,"Yellowtail",0.41,0.171,27.8434009078956,0.52,"oni_pjuv pdo_larv ",0.292,0.311
"202",202,"Yellowtail",0.401,0.3008,25.1040563950605,0.56,"CutiSTIpjuv oni_pjuv ",0.384,0.419
"203",203,"Yellowtail",0.435,0.1931,28.092238212823,0.56,"CutiTUMIpjuv oni_pjuv ",0.334,0.346
"204",204,"Yellowtail",0.442,0.2528,26.542213850772,0.48,"BeutiTUMIpjuv oni_pjuv ",0.327,0.353
"205",205,"Yellowtail",0.422,0.2113,27.5249786718603,0.56,"BeutiSTIpjuv oni_pjuv ",0.335,0.438
"206",206,"Yellowtail",0.431,0.1914,28.6513346616384,0.6,"CutiSTIpjuv pdo_larv ",0.384,0.419
"207",207,"Yellowtail",0.457,8e-04,32.5113115094469,0.12,"CutiTUMIpjuv pdo_larv ",0.334,0.346
"208",208,"Yellowtail",0.507,0.0216,32.2749653645052,0.24,"BeutiTUMIpjuv pdo_larv ",0.327,0.353
"209",209,"Yellowtail",0.452,0.0346,31.6521224743248,0.32,"BeutiSTIpjuv pdo_larv ",0.335,0.438
"210",210,"Yellowtail",0.416,0.225,27.7173929952775,0.6,"CutiSTIpjuv pdo_pjuv ",0.384,0.419
"211",211,"Yellowtail",0.455,0.0649,31.1223282348657,0.48,"CutiTUMIpjuv pdo_pjuv ",0.334,0.346
"212",212,"Yellowtail",0.445,0.0936,30.7880619627935,0.44,"BeutiSTIpjuv pdo_pjuv ",0.335,0.438
"213",213,"Yellowtail",0.463,0.1926,28.6675194972556,0.56,"CutiSTIpjuv CutiTUMIpjuv ",0.384,0.419
"214",214,"Yellowtail",0.575,0.0275,32.2180788285996,0.28,"BeutiTUMIpjuv CutiTUMIpjuv ",0.327,0.353
"215",215,"Yellowtail",0.489,0.0276,31.8327058775108,0.28,"BeutiSTIpjuv CutiTUMIpjuv ",0.335,0.438
"216",216,"Yellowtail",0.525,0.0574,31.0525076478064,0.52,"BeutiSTIpjuv BeutiTUMIpjuv ",0.335,0.438
"217",217,"Yellowtail",0.476,0.0458,33.3586421185128,0.4,"DDben DDpre MLDpjuv",0.343,0.348
"218",218,"Yellowtail",0.511,0.0267,33.8548138246807,0.28,"CSTlarv DDben DDpre",0.326,0.345
"219",219,"Yellowtail",0.503,0.0194,34.0426293257337,0.24,"CSTpjuv DDben DDpre",0.605,0.482
"220",220,"Yellowtail",0.466,0.1963,31.1287638813053,0.36,"DDben DDpre LSTlarv",0.343,0.348
"221",221,"Yellowtail",0.474,0.0368,33.59429233985,0.32,"DDben DDpre LSTpjuv",0.343,0.348
"222",222,"Yellowtail",0.472,0.2098,30.4511438381866,0.48,"CutiSTIpjuv DDben DDpre",0.384,0.419
"223",223,"Yellowtail",0.506,0.0043,34.4224833034007,0.12,"CutiTUMIpjuv DDben DDpre",0.334,0.346
"224",224,"Yellowtail",0.534,0.0343,34.0836869709905,0.2,"BeutiTUMIpjuv DDben DDpre",0.327,0.353
"225",225,"Yellowtail",0.484,0.0322,33.7126356225029,0.28,"BeutiSTIpjuv DDben DDpre",0.335,0.438
"226",226,"Yellowtail",0.518,0.0481,33.3534325001453,0.24,"CSTlarv DDpre MLDpjuv",0.326,0.345
"227",227,"Yellowtail",0.482,0.0341,33.6643536367782,0.28,"CSTpjuv DDpre MLDpjuv",0.605,0.482
"228",228,"Yellowtail",0.425,0.2652,28.4283962180053,0.72,"DDpre LSTlarv MLDpjuv",0.415,0.373
"229",229,"Yellowtail",0.473,0.0417,33.4674202595766,0.36,"DDpre LSTpjuv MLDpjuv",0.415,0.373
"230",230,"Yellowtail",0.424,0.2701,26.6586479849585,0.52,"DDpre MLDpjuv oni_pjuv",0.415,0.373
"231",231,"Yellowtail",0.452,0.155,30.5677039096135,0.52,"DDpre MLDpjuv pdo_pjuv",0.415,0.373
"232",232,"Yellowtail",0.456,0.1921,30.5911334543845,0.4,"CutiSTIpjuv DDpre MLDpjuv",0.384,0.419
"233",233,"Yellowtail",0.487,0.0326,33.7037940631158,0.36,"CutiTUMIpjuv DDpre MLDpjuv",0.334,0.346
"234",234,"Yellowtail",0.536,0.0335,33.678906157685,0.32,"BeutiTUMIpjuv DDpre MLDpjuv",0.327,0.353
"235",235,"Yellowtail",0.476,0.0498,33.2539499704611,0.36,"BeutiSTIpjuv DDpre MLDpjuv",0.335,0.438
"236",236,"Yellowtail",0.522,0.0335,33.6788324236791,0.28,"CSTlarv CSTpjuv DDpre",0.326,0.345
"237",237,"Yellowtail",0.499,0.0456,33.3636202261905,0.28,"CSTlarv DDpre LSTpjuv",0.326,0.345
"238",238,"Yellowtail",0.468,0.1825,29.8370850300546,0.4,"CSTlarv DDpre oni_pjuv",0.326,0.345
"239",239,"Yellowtail",0.469,0.1032,31.8084408918099,0.4,"CSTlarv DDpre pdo_pjuv",0.326,0.345
